"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"123",3,99,4,99,330,NA,231,NA,1362,1779
"124",8,99,7,99,21,NA,274,NA,3633,3370
"125",5,99,3,99,58,NA,367,NA,2122,1399
"126",7,99,6,99,297,NA,213,NA,3393,2793
"127",4,99,4,5,64,NA,179,2,1612,1727
"128",7,3,4,99,9,39,103,NA,1071,1651
"129",5,99,6,9,170,NA,257,75,2234,2837
"130",5,99,5,9,154,NA,197,75,2218,2261
"131",4,8,4,9,72,110,251,75,1620,1799
"132",4,99,5,9,256,NA,189,75,1804,2253
"133",18,8,5,99,78,82,264,NA,3694,2328
"134",4,99,4,99,244,NA,218,NA,1792,1766
"135",5,8,5,9,210,110,392,75,2274,2456
"136",4,99,4,99,208,NA,370,NA,1756,1918
"137",4,99,5,9,90,NA,185,75,1638,2249
"138",4,99,4,99,322,NA,436,NA,1870,1984
"139",4,99,4,99,125,NA,346,NA,1673,1894
"140",9,4,7,9,15,14,95,75,1562,3191
"141",7,8,4,99,44,82,232,NA,3140,1780
"142",6,99,3,99,352,NA,333,NA,2932,1365
"143",4,99,5,9,168,NA,286,75,1716,2350
"144",5,99,3,5,264,NA,289,2,2328,1321
"145",6,99,4,99,155,NA,75,NA,2735,1623
"146",5,99,5,9,24,NA,26,75,2088,2090
"147",4,99,4,9,159,NA,198,75,1707,1746
"148",4,99,4,99,351,NA,42,NA,1899,1590
"149",6,99,5,99,86,NA,71,NA,2666,2135
"150",5,99,4,9,175,NA,212,75,2239,1760
"151",4,99,4,99,427,NA,28,NA,1975,1576
"152",4,99,4,9,278,NA,286,75,1826,1834
"153",4,8,6,9,152,110,207,75,1700,2787
"154",6,99,6,4,11,NA,76,31,2591,1579
"155",6,99,4,9,365,NA,169,75,2945,1717
"156",3,99,4,9,234,NA,100,75,1266,1648
"157",3,99,3,99,278,NA,247,NA,1310,1279
"158",5,99,4,99,53,NA,267,NA,2117,1815
"159",4,99,4,99,359,NA,2,NA,1907,1550
"160",6,99,5,9,56,NA,230,75,2636,2294
"161",5,99,5,99,43,NA,27,NA,2107,2091
"162",4,99,5,9,283,NA,151,75,1831,2215
"163",5,99,5,9,66,NA,74,75,2130,2138
"164",5,99,4,99,82,NA,249,NA,2146,1797
"165",6,99,5,9,78,NA,42,75,2658,2106
"166",5,99,6,9,196,NA,240,75,2260,2820
"167",6,8,3,9,261,110,340,75,2841,1372
"168",5,99,1,99,137,NA,110,NA,2201,626
"169",7,8,5,9,164,110,287,75,3260,2351
"170",5,99,5,99,40,NA,55,NA,2104,2119
"171",5,8,5,9,239,110,121,75,2303,2185
"172",5,99,4,7,125,NA,336,85,2189,1884
"173",4,99,4,99,186,NA,208,NA,1734,1756
"174",4,99,6,99,160,NA,321,NA,1708,2901
"175",3,99,4,99,454,NA,393,NA,1486,1941
"176",7,99,6,99,259,NA,183,NA,3355,2763
"177",6,99,6,9,355,NA,395,75,2935,2975
"178",3,99,4,99,327,NA,253,NA,1359,1801
"179",4,99,5,99,283,NA,231,NA,1831,2295
"180",5,99,3,99,190,NA,435,NA,2254,1467
"181",5,8,5,9,107,110,368,75,2171,2432
"182",6,8,6,9,340,110,226,75,2920,2806
"183",6,99,5,99,197,NA,229,NA,2777,2293
"184",5,99,3,99,243,NA,295,NA,2307,1327
"185",5,99,6,9,17,NA,77,75,2081,2657
"186",4,99,6,9,215,NA,327,75,1763,2907
"187",5,99,5,7,162,NA,403,85,2226,2467
"188",4,8,5,99,217,82,48,NA,1765,2112
"189",4,99,5,9,128,NA,29,75,1676,2093
"190",4,99,6,4,300,NA,169,39,1848,1587
"191",6,99,3,4,87,NA,232,39,2667,1264
"192",5,99,4,99,42,NA,162,NA,2106,1710
"193",5,99,3,99,296,NA,336,NA,2360,1368
"194",6,4,6,9,198,12,220,75,1560,2800
"195",5,99,6,99,260,NA,185,NA,2324,2765
"196",6,99,7,9,192,NA,7,75,2772,3103
"197",4,99,9,99,342,NA,32,NA,1890,4160
"198",5,8,5,9,205,110,331,75,2269,2395
"199",5,99,5,99,43,NA,248,NA,2107,2312
"200",7,99,6,99,298,NA,260,NA,3394,2840
"201",5,99,7,9,360,NA,89,75,2424,3185
"202",5,99,7,4,191,NA,389,29,2255,1577
"203",5,99,4,5,24,NA,18,2,2088,1566
"204",5,99,5,99,89,NA,93,NA,2153,2157
"205",4,99,4,99,154,NA,307,NA,1702,1855
"206",4,99,7,5,282,NA,389,2,1830,2066
"207",4,99,5,9,273,NA,101,75,1821,2165
"208",5,99,5,99,364,NA,314,NA,2428,2378
"209",7,99,4,9,227,NA,214,75,3323,1762
"210",5,99,5,9,210,NA,108,75,2274,2172
"211",5,99,5,9,94,NA,235,75,2158,2299
"212",4,99,3,9,201,NA,462,75,1749,1494
"213",5,99,5,9,3,NA,254,75,2067,2318
"214",6,99,4,9,146,NA,256,75,2726,1804
"215",5,8,4,9,328,110,197,75,2392,1745
"216",4,99,4,99,153,NA,178,NA,1701,1726
"217",6,99,7,99,247,NA,206,NA,2827,3302
"218",4,99,7,99,372,NA,389,NA,1920,3485
"219",3,99,4,5,337,NA,249,2,1369,1797
"220",3,99,5,99,377,NA,226,NA,1409,2290
"221",9,99,4,9,15,NA,255,75,4143,1803
"222",4,99,4,99,31,NA,163,NA,1579,1711
"223",6,99,8,99,397,NA,37,NA,2977,3649
"224",6,8,7,9,200,110,66,75,2780,3162
"225",4,8,4,9,204,110,289,75,1752,1837
"226",4,99,5,99,159,NA,160,NA,1707,2224
"227",3,99,5,99,148,NA,83,NA,1180,2147
"228",4,8,6,99,127,82,204,NA,1675,2784
"229",7,99,5,9,164,NA,139,75,3260,2203
"230",4,8,5,9,275,110,181,75,1823,2245
"231",5,99,4,9,319,NA,327,75,2383,1875
"232",7,99,4,9,72,NA,363,75,3168,1911
"233",5,99,5,9,214,NA,256,75,2278,2320
"234",4,99,5,99,100,NA,241,NA,1648,2305
"235",5,99,5,99,222,NA,229,NA,2286,2293
"236",5,99,4,99,352,NA,438,NA,2416,1986
"237",6,99,5,99,230,NA,182,NA,2810,2246
"238",4,99,3,99,115,NA,223,NA,1663,1255
"239",5,99,5,9,60,NA,50,75,2124,2114
"240",4,99,4,9,232,NA,269,75,1780,1817
